SAMPLENAME	old_samplename	Monkey	Month..round.	Year	Month	Day	Cell.Type	simple_cell_type	Experiment	Other	Run	GIVENNAME	MAPPED	READS	MAP_percent	threshold	LibID	Month_timepoint
zk22_10242017_NKG2ApCD16p_sampled_CD155_i527_S46_L008_R1_001.fastq	zk22_10242017_NKG2ApCD16p_sampled_CD155_i527_S46_L008_R1_001.fastq											 20.5m 10242017 NKG2A+CD16+ CD155 	3325394	4000000	83.13485	100	GAGTTC	20.5
zk22_10242017_NKG2ApCD16__sampled_CD155_i526_S45_L008_R1_001.fastq	zk22_10242017_NKG2ApCD16__sampled_CD155_i526_S45_L008_R1_001.fastq											 20.5m 10242017 NKG2A+CD16- CD155 	3294889	4000000	82.372225	100	GAGTTC	20.5
zk22_10242017_Gr_sampled_CD155_i520_S40_L008_R1_001.fastq	zk22_10242017_Gr_sampled_CD155_i520_S40_L008_R1_001.fastq							Gr				 20.5m 10242017 Gr CD155 	3300094	4000000	82.50235	100	GAGTTC	20.5
zk22_10242017_CD3p_sampled_CD155_i515_S36_L008_R1_001.fastq	zk22_10242017_CD3p_sampled_CD155_i515_S36_L008_R1_001.fastq											 20.5m 10242017 CD3+ CD155 	3290539	4000000	82.263475	100	GAGTTC	20.5
zk22_10242017_CD20p_sampled_CD155_i516_S37_L008_R1_001.fastq	zk22_10242017_CD20p_sampled_CD155_i516_S37_L008_R1_001.fastq											 20.5m 10242017 CD20+ CD155 	3298366	4000000	82.45915	100	GAGTTC	20.5
zk22_10242017_CD14p_sampled_CD155_i518_S38_L008_R1_001.fastq	zk22_10242017_CD14p_sampled_CD155_i518_S38_L008_R1_001.fastq											 20.5m 10242017 CD14+ CD155 	3284100	4000000	82.1025	100	GAGTTC	20.5
ZK22_09122017_T_sampled_LT2899_LT4_i501_S25_L006_R1_001.fastq	ZK22_09122017_T_sampled_LT2899_LT4_i501_S25_L006_R1_001.fastq											19m T 20170912 FX40     	3318404	4000000	82.9601	100	GAGTTC	19
ZK22_09122017_Nkg2apCD16p_sampled_LT2899_LT4_i511_S33_L006_R1_001.fastq	ZK22_09122017_Nkg2apCD16p_sampled_LT2899_LT4_i511_S33_L006_R1_001.fastq											19m NKG2Ap CD16p 20170912 FX40     	3295416	4000000	82.3854	100	GAGTTC	19
ZK22_09122017_Mono_sampled_LT2899_LT4_i503_S27_L006_R1_001.fastq	ZK22_09122017_Mono_sampled_LT2899_LT4_i503_S27_L006_R1_001.fastq											19m Mono 20170912 FX40     	3128923	4000000	78.223075	100	GAGTTC	19
ZK22_09122017_Gr_Ficolled_sampled_LT2912_FX41_i522_S18_L008_R1_001.fastq	ZK22_09122017_Gr_Ficolled_sampled_LT2912_FX41_i522_S18_L008_R1_001.fastq							Gr				19m Gr Ficoll	3178684	4000000	79.4671	100	GAGTTC	19
ZK22_09122017_B_sampled_LT2899_LT4_i502_S26_L006_R1_001.fastq	ZK22_09122017_B_sampled_LT2899_LT4_i502_S26_L006_R1_001.fastq											19m B 20170912 FX40     	3319398	4000000	82.98495	100	GAGTTC	19
ZK22_08292017_T_sampled_LT2899_LT4_i505_S29_L006_R1_001.fastq	ZK22_08292017_T_sampled_LT2899_LT4_i505_S29_L006_R1_001.fastq											18.5m T 20170829 FX40     	3213125	4000000	80.328125	100	GAGTTC	18.5
ZK22_08292017_Nkg2apCD16p_sampled_LT2899_LT4_i510_S32_L006_R1_001.fastq	ZK22_08292017_Nkg2apCD16p_sampled_LT2899_LT4_i510_S32_L006_R1_001.fastq											18.5m NKG2Ap CD16p 20170829 FX40     	3298215	4000000	82.455375	100	GAGTTC	18.5
ZK22_08292017_Mono_sampled_LT2899_LT4_i507_S31_L006_R1_001.fastq	ZK22_08292017_Mono_sampled_LT2899_LT4_i507_S31_L006_R1_001.fastq											18.5m Mono 20170829 FX40     	2962237	4000000	74.055925	100	GAGTTC	18.5
ZK22_08292017_Gr_Ficolled_sampled_LT2912_FX41_i521_S17_L008_R1_001.fastq	ZK22_08292017_Gr_Ficolled_sampled_LT2912_FX41_i521_S17_L008_R1_001.fastq							Gr				18.5m Gr Ficoll	3179308	4000000	79.4827	100	GAGTTC	18.5
ZK22_08292017_B_sampled_LT2899_LT4_i506_S30_L006_R1_001.fastq	ZK22_08292017_B_sampled_LT2899_LT4_i506_S30_L006_R1_001.fastq											18.5m B 20170829 FX40     	3273831	4000000	81.845775	100	GAGTTC	18.5
ZK22_08292017__NKG2ApCD56p_sampled_LT2899_LT4_i523_S43_L006_R1_001.fastq	ZK22_08292017__NKG2ApCD56p_sampled_LT2899_LT4_i523_S43_L006_R1_001.fastq											18.5m NKG2Ap CD56p 20170829 FX40     	140438	199426	70.42110858	100	GAGTTC	18.5
ZK22_07202017_17hm_CD56pNKG2Ap_fixed_sampled_LT2763_CD151_i526_S13_L003_R1_001.fastq	ZK22_07202017_17hm_CD56pNKG2Ap_fixed_sampled_LT2763_CD151_i526_S13_L003_R1_001.fastq											17.5m CD56p NKG2Ap fixed 20170720 CD151     	2951148	3652554	80.79683422	100	GAGTTC	17.5
zk22__23m_Gr_sampled_CD156_i518_S14_L008_R1_001.fastq	zk22__23m_Gr_sampled_CD156_i518_S14_L008_R1_001.fastq							Gr				23m 20180109 Gr CD156	3220585	4000000	80.514625	100	GAGTTC	23
zk22__23m_B_sampled_CD156_i520_S16_L008_R1_001.fastq	zk22__23m_B_sampled_CD156_i520_S16_L008_R1_001.fastq											23m 20180109 B CD156	3073177	4000000	76.829425	100	GAGTTC	23
zk22__21hm_NKG2ApCD56p_sampled_CD156_i506_S6_L008_R1_001.fastq	zk22__21hm_NKG2ApCD56p_sampled_CD156_i506_S6_L008_R1_001.fastq											21.5m 11212017 NKG2ApCD56p CD156	2959713	4000000	73.992825	100	GAGTTC	21.5
zk22__21hm_NKG2ApCD16p_sampled_CD156_i505_S5_L008_R1_001.fastq	zk22__21hm_NKG2ApCD16p_sampled_CD156_i505_S5_L008_R1_001.fastq											21.5m 11212017  NKG2ApCD16p CD156	2793212	4000000	69.8303	100	GAGTTC	21.5
zk22__21hm_CD20p_sampled_CD156_i502_S2_L008_R1_001.fastq	zk22__21hm_CD20p_sampled_CD156_i502_S2_L008_R1_001.fastq											21.5m 11212017 CD20p CD156	3261768	4000000	81.5442	100	GAGTTC	21.5
zk22__20170926_CD20p_sampled_CD152_i518_S36_L008_R1_001.fastq	zk22__20170926_CD20p_sampled_CD152_i518_S36_L008_R1_001.fastq											19.5m  20170926 B	3056682	4000000	76.41705	100	GAGTTC	19.5
sampled_trimmed_ZK22_9m_T_RNA_R21_S3.fastq	sampled_trimmed_ZK22_9m_T_RNA_R21_S3.fastq											9m T R S3     	2885965	4000000	72.149125	100	GAGTTC	9
sampled_trimmed_ZK22_9m_Platelets_pp_RNA_R3_S3.fastq	sampled_trimmed_ZK22_9m_Platelets_pp_RNA_R3_S3.fastq											9m Platelets pp rep R S3     	1750587	4000000	43.764675	100	GAGTTC	9
sampled_trimmed_ZK22_9m_Platelets_pp_rep_RNA_R4_S3.fastq	sampled_trimmed_ZK22_9m_Platelets_pp_rep_RNA_R4_S3.fastq											9m Platelets pp R S3     	1818484	4000000	45.4621	100	GAGTTC	9
sampled_trimmed_ZK22_9m_Platelets_pn_RNA_R5_S3.fastq	sampled_trimmed_ZK22_9m_Platelets_pn_RNA_R5_S3.fastq											9m Platelets pn R S3     	1696134	4000000	42.40335	100	GAGTTC	9
sampled_trimmed_ZK22_9m_NK_CD16p_NKP80p_RNA_R23_S3.fastq	sampled_trimmed_ZK22_9m_NK_CD16p_NKP80p_RNA_R23_S3.fastq											9m NK CD16sp NKP80p R S3     	2906126	4000000	72.65315	100	GAGTTC	9
sampled_trimmed_ZK22_9m_Mono_RNA_R12_S3.fastq	sampled_trimmed_ZK22_9m_Mono_RNA_R12_S3.fastq											9m Mono R S3     	2820198	4000000	70.50495	100	GAGTTC	9
sampled_trimmed_ZK22_9m_CD56p_NKP80p_R1_S3.fastq	sampled_trimmed_ZK22_9m_CD56p_NKP80p_R1_S3.fastq											9m NK CD56sp NKP80p S3     	2552315	4000000	63.807875	100	GAGTTC	9
sampled_trimmed_ZK22_9m_B_RNA_R14_S3.fastq	sampled_trimmed_ZK22_9m_B_RNA_R14_S3.fastq											9m B R S3     	2740334	4000000	68.50835	100	GAGTTC	9
sampled_trimmed_ZK22_9m_11_9_16_PB_RBC_RNA_REPEAT_R9_FX18.fastq	sampled_trimmed_ZK22_9m_11_9_16_PB_RBC_RNA_REPEAT_R9_FX18.fastq											9m PB RBC R rep     	2195132	4000000	54.8783	100	GAGTTC	9
sampled_trimmed_ZK22_9m_11_9_16_PB_RBC_RNA_R6_FX18.fastq	sampled_trimmed_ZK22_9m_11_9_16_PB_RBC_RNA_R6_FX18.fastq											9m PB RBC R     	2157826	4000000	53.94565	100	GAGTTC	9
pp_50trim_ZK22_rtRNA_7m_T_cells_S2_R12.fastq	pp_50trim_ZK22_rtRNA_7m_T_cells_S2_R12.fastq											7m T rtRNA     	3078503	4000000	76.962575	100	GAGTTC	7
pp_50trim_ZK22_rtRNA_7m_mnc_S2_R14.fastq	pp_50trim_ZK22_rtRNA_7m_mnc_S2_R14.fastq											7m MNC rtRNA     	2991285	4000000	74.782125	100	GAGTTC	7
pp_50trim_ZK22_rtRNA_7m_CD56pNK_S2_R21.fastq	pp_50trim_ZK22_rtRNA_7m_CD56pNK_S2_R21.fastq											7m NK CD56sp rtRNA     	2588310	4000000	64.70775	100	GAGTTC	7
pp_50trim_ZK22_rtRNA_7m_CD41p_GFPp_S2_R23.fastq	pp_50trim_ZK22_rtRNA_7m_CD41p_GFPp_S2_R23.fastq											7m CD41p GFPp rtRNA     	436223	659630	66.13146764	100	GAGTTC	7
pp_50trim_ZK22_rtRNA_7m_B_cells_S2_R9.fastq	pp_50trim_ZK22_rtRNA_7m_B_cells_S2_R9.fastq											7m B rtRNA     	3162971	4000000	79.074275	100	GAGTTC	7
pp_50trim_ZK22_rtRNA_6m_T_cells_S1_R1.fastq	pp_50trim_ZK22_rtRNA_6m_T_cells_S1_R1.fastq											6m T rtRNA     	716498	914354	78.36111615	100	GAGTTC	6
pp_50trim_ZK22_rtRNA_6m_mnc_S1_R3.fastq	pp_50trim_ZK22_rtRNA_6m_mnc_S1_R3.fastq											6m MNC rtRNA     	560760	721005	77.77477271	100	GAGTTC	6
pp_50trim_ZK22_rtRNA_6m_CD16p_NK_S1_R4.fastq	pp_50trim_ZK22_rtRNA_6m_CD16p_NK_S1_R4.fastq											6m NK CD16sp rtRNA     	932980	1203805	77.50258555	100	GAGTTC	6
pp_50trim_ZK22_rtRNA_6m_B_cells_S1_R2.fastq	pp_50trim_ZK22_rtRNA_6m_B_cells_S1_R2.fastq											6m B rtRNA     	524120	656881	79.78918556	100	GAGTTC	6
pp_50trim_ZK22_rtRNA_2m_T_cells_S1_R6.fastq	pp_50trim_ZK22_rtRNA_2m_T_cells_S1_R6.fastq											2m T rtRNA     	3150785	4000000	78.769625	100	GAGTTC	2
pp_50trim_ZK22_rtRNA_2m_mnc_S1_R12.fastq	pp_50trim_ZK22_rtRNA_2m_mnc_S1_R12.fastq											2m MNC rtRNA     	3173166	4000000	79.32915	100	GAGTTC	2
pp_50trim_ZK22_rtRNA_2m_CD16p_NK_S1_R21.fastq	pp_50trim_ZK22_rtRNA_2m_CD16p_NK_S1_R21.fastq											2m NK CD16sp rtRNA     	327884	420802	77.91883118	100	GAGTTC	2
pp_50trim_ZK22_rtRNA_2m_B_cells_S1_R9.fastq	pp_50trim_ZK22_rtRNA_2m_B_cells_S1_R9.fastq											2m B rtRNA     	3133575	4000000	78.339375	100	GAGTTC	2
pp_50trim_ZK22_rt_RNA_7m_CD16p_NK_S2_R22.fastq	pp_50trim_ZK22_rt_RNA_7m_CD16p_NK_S2_R22.fastq											7m NK CD16sp rtRNA     	3116844	4000000	77.9211	100	GAGTTC	7
pp_50trim_ZK22_rt_RNA_6m_CD56p_NK_S1_R5.fastq	pp_50trim_ZK22_rt_RNA_6m_CD56p_NK_S1_R5.fastq											6m NK CD56sp rtRNA     	585521	744594	78.63627695	100	GAGTTC	6
pp_50trim_ZK22_9m_20160911_SYK_Neg_fIxed_R14_CD140.fastq	pp_50trim_ZK22_9m_20160911_SYK_Neg_fIxed_R14_CD140.fastq											9m NK CD16sp NKP80p SYKneg fixed     	2099259	4000000	52.481475	100	GAGTTC	9
pp_50trim_ZK22_9m_20160911_SYK_Dim_fIxed_R21_CD140.fastq	pp_50trim_ZK22_9m_20160911_SYK_Dim_fIxed_R21_CD140.fastq											9m NK CD16sp NKP80p SYKdim fixed     	2622300	4000000	65.5575	100	GAGTTC	9
pp_50trim_ZK22_9m_20160911_SYK_Bright_fIxed_R16_CD140.fastq	pp_50trim_ZK22_9m_20160911_SYK_Bright_fIxed_R16_CD140.fastq											9m NK CD16sp NKP80p SYKbright fixed     	2667684	4000000	66.6921	100	GAGTTC	9
pp_50trim_ZK22_9m_20160911_CD56posNKP80pos_fIxed_R22_CD140.fastq	pp_50trim_ZK22_9m_20160911_CD56posNKP80pos_fIxed_R22_CD140.fastq											9m NK CD56sp NKP80p fixed     	2665285	4000000	66.632125	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016__Mono__R4_CD139.fastq	pp_50trim_ZK22_9m_09112016__Mono__R4_CD139.fastq											9m Mono     	1716625	4000000	42.915625	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016__CD16pos_NKP80pos_R5_CD139.fastq	pp_50trim_ZK22_9m_09112016__CD16pos_NKP80pos_R5_CD139.fastq											9m NK CD16sp NKP80p     	1961876	4000000	49.0469	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016___T_R2_CD139.fastq	pp_50trim_ZK22_9m_09112016___T_R2_CD139.fastq											9m T     	2125948	4000000	53.1487	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016___NKP80neg_SYKbright_R24_CD139.fastq	pp_50trim_ZK22_9m_09112016___NKP80neg_SYKbright_R24_CD139.fastq											9m NK CD16sp NKP80n SYKbright     	2091600	4000000	52.29	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016___Gr_ficolled_R1_CD139.fastq	pp_50trim_ZK22_9m_09112016___Gr_ficolled_R1_CD139.fastq							Gr				9m Gr     	2103102	4000000	52.57755	100	GAGTTC	9
pp_50trim_ZK22_9m_09112016___B_R3_CD139.fastq	pp_50trim_ZK22_9m_09112016___B_R3_CD139.fastq											9m B     	2087081	4000000	52.177025	100	GAGTTC	9
pp_50trim_ZK22_7mon_PBMC20160909_T_repeat_R16_CD141.fastq	pp_50trim_ZK22_7mon_PBMC20160909_T_repeat_R16_CD141.fastq											7m T rep CD141     	1626112	4000000	40.6528	100	GAGTTC	7
pp_50trim_ZK22_7mon_PBMC20160909__CD16pos_NK_repeat_R1_CD141.fastq	pp_50trim_ZK22_7mon_PBMC20160909__CD16pos_NK_repeat_R1_CD141.fastq											7m NK CD16sp rep CD141     	1524267	4000000	38.106675	100	GAGTTC	7
pp_50trim_ZK22_7mon_PBMC_20160909_CD56pos_NK_repeat_R2_CD141.fastq	pp_50trim_ZK22_7mon_PBMC_20160909_CD56pos_NK_repeat_R2_CD141.fastq											7m NK CD56sp rep CD141     	1806610	4000000	45.16525	100	GAGTTC	7
pp_50trim_ZK22_7mon_PBMC_20160909__monocyte_repeat_R12_CD141.fastq	pp_50trim_ZK22_7mon_PBMC_20160909__monocyte_repeat_R12_CD141.fastq											7m Mono rep CD141     	3156501	4000000	78.912525	100	GAGTTC	7
pp_50trim_ZK22_7mon_PBMC_20160909__B_repeat_R14_CD141.fastq	pp_50trim_ZK22_7mon_PBMC_20160909__B_repeat_R14_CD141.fastq											7m B rep CD141     	2182071	3753332	58.13690342	100	GAGTTC	7
pp_50trim_ZK22_7mon_20160909_Grans_Ficolled_repeat_R21_CD141.fastq	pp_50trim_ZK22_7mon_20160909_Grans_Ficolled_repeat_R21_CD141.fastq							Gr				7m Gr F rep CD141     	2753069	4000000	68.826725	100	GAGTTC	7
pp_50trim_ZK22_7m_PBMC_9_09_16_Monocyte_CD138_R23.fastq	pp_50trim_ZK22_7m_PBMC_9_09_16_Monocyte_CD138_R23.fastq											7m Mono     	3079908	4000000	76.9977	100	GAGTTC	7
pp_50trim_ZK22_7m_PBMC_9_09_16_CD56p_NK_CD138_R26.fastq	pp_50trim_ZK22_7m_PBMC_9_09_16_CD56p_NK_CD138_R26.fastq											7m NK CD56sp     	2543641	4000000	63.591025	100	GAGTTC	7
pp_50trim_ZK22_7m_PBMC_9_09_16__CD16p_NK_CD138_R24.fastq	pp_50trim_ZK22_7m_PBMC_9_09_16__CD16p_NK_CD138_R24.fastq											7m NK CD16sp     	1373003	4000000	34.325075	100	GAGTTC	7
pp_50trim_ZK22_7m_PBMC_9_09_16__B_CD138_R22.fastq	pp_50trim_ZK22_7m_PBMC_9_09_16__B_CD138_R22.fastq							B				7m B     	2090672	3368316	62.06876077	100	GAGTTC	7
pp_50trim_ZK22_7m_PBMC_09_09_16_T_CD138_R21.fastq	pp_50trim_ZK22_7m_PBMC_09_09_16_T_CD138_R21.fastq							T				7m T     	1548545	4000000	38.713625	100	GAGTTC	7
pp_50trim_ZK22_7m_Gr_Ficolled_09_09_16_CD138_R16.fastq	pp_50trim_ZK22_7m_Gr_Ficolled_09_09_16_CD138_R16.fastq							Gr				7m Gr F     	2812547	4000000	70.313675	100	GAGTTC	7
pp_50trim_ZK22_6m_PBMC_8_15_16_T_CD138_R4.fastq	pp_50trim_ZK22_6m_PBMC_8_15_16_T_CD138_R4.fastq							T				6m T     	3078869	4000000	76.971725	100	GAGTTC	6
pp_50trim_ZK22_6m_Gr_ficolled_8_15_16_Gr_CD138_R5.fastq	pp_50trim_ZK22_6m_Gr_ficolled_8_15_16_Gr_CD138_R5.fastq							Gr				6m Gr F     	3104319	4000000	77.607975	100	GAGTTC	6
pp_50trim_ZK22_2mon_PBMC_20160407_T_repeat_R28_CD141.fastq	pp_50trim_ZK22_2mon_PBMC_20160407_T_repeat_R28_CD141.fastq							T				2m T rep CD141     	3024606	4000000	75.61515	100	GAGTTC	2
pp_50trim_ZK22_2mon_PBMC_20160407_monocyte_repeat_R23_CD141.fastq	pp_50trim_ZK22_2mon_PBMC_20160407_monocyte_repeat_R23_CD141.fastq							Mono				2m Mono rep CD141     	3032748	4000000	75.8187	100	GAGTTC	2
pp_50trim_ZK22_2mon_PBMC_20160407_CD16pos_NK_repeat_R22_CD141.fastq	pp_50trim_ZK22_2mon_PBMC_20160407_CD16pos_NK_repeat_R22_CD141.fastq											2m NK CD16sp rep CD141     	2211237	2804463	78.8470734	100	GAGTTC	2
pp_50trim_ZK22_2mon_PBMC_20160407_B_repeat_R24_CD141.fastq	pp_50trim_ZK22_2mon_PBMC_20160407_B_repeat_R24_CD141.fastq											2m B rep CD141     	3209817	4000000	80.245425	100	GAGTTC	2
pp_50trim_ZK22_2m_PBMC_4_7_16_T_CD138_R6.fastq	pp_50trim_ZK22_2m_PBMC_4_7_16_T_CD138_R6.fastq							T				2m T     	2895217	4000000	72.380425	100	GAGTTC	2
pp_50trim_ZK22_2m_PBMC_4_7_16_m_ocyte_CD138_R12.fastq	pp_50trim_ZK22_2m_PBMC_4_7_16_m_ocyte_CD138_R12.fastq							Mono				2m Mono     	3127168	4000000	78.1792	100	GAGTTC	2
pp_50trim_ZK22_2m_PBMC_4_7_16_CD16p_NK_CD138_R14.fastq	pp_50trim_ZK22_2m_PBMC_4_7_16_CD16p_NK_CD138_R14.fastq							CD16p				2m NK CD16sp     	3041631	4000000	76.040775	100	GAGTTC	2
pp_50trim_ZK22_2m_PBMC_4_7_16_B_CD138_R9.fastq	pp_50trim_ZK22_2m_PBMC_4_7_16_B_CD138_R9.fastq							B				2m B     	3088075	4000000	77.201875	100	GAGTTC	2
